VehicleTypeId,Description,Year,Month,Count,Amount
1,MOPED/SCOOTER                                ,1989,4,2,293
1,MOPED/SCOOTER                                ,1989,7,1,162
1,MOPED/SCOOTER                                ,1989,8,1,144
1,MOPED/SCOOTER                                ,1989,10,1,144
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1989,12,1,216
1,MOPED/SCOOTER                                ,1990,4,1,126
2,MOTOR CYCLE                                  ,1990,4,1,277
4,PRIVATE MOTOR CAR/JEEP CAR,1991,2,2,2714
1,MOPED/SCOOTER                                ,1991,4,1,601
2,MOTOR CYCLE                                  ,1994,3,1,27
1,MOPED/SCOOTER                                ,1995,3,1,72
4,PRIVATE MOTOR CAR/JEEP CAR,1996,5,1,890
1,MOPED/SCOOTER                                ,1997,1,2,217
4,PRIVATE MOTOR CAR/JEEP CAR,1997,1,1,216
2,MOTOR CYCLE                                  ,1997,2,1,180
2,MOTOR CYCLE                                  ,1997,3,1,63
4,PRIVATE MOTOR CAR/JEEP CAR,1997,3,2,144
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1997,3,2,1995
21,TEMPO,1997,3,7,2062
1,MOPED/SCOOTER                                ,1997,4,312,21230
2,MOTOR CYCLE                                  ,1997,4,105,7022
3,AUTO RICKSHAW,1997,4,24,1861
4,PRIVATE MOTOR CAR/JEEP CAR,1997,4,100,13076
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,4,8,2606
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,4,3,1590
21,TEMPO,1997,4,9,1734
1,MOPED/SCOOTER                                ,1997,5,273,23720
2,MOTOR CYCLE                                  ,1997,5,94,5730
3,AUTO RICKSHAW,1997,5,8,696
4,PRIVATE MOTOR CAR/JEEP CAR,1997,5,55,7396
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,5,6,2346
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,5,3,540
21,TEMPO,1997,5,6,938
1,MOPED/SCOOTER                                ,1997,6,110,9812
2,MOTOR CYCLE                                  ,1997,6,36,3045
3,AUTO RICKSHAW,1997,6,5,1294
4,PRIVATE MOTOR CAR/JEEP CAR,1997,6,20,1849
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,6,3,1050
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,6,1,180
21,TEMPO,1997,6,3,468
1,MOPED/SCOOTER                                ,1997,7,77,6326
2,MOTOR CYCLE                                  ,1997,7,20,2805
3,AUTO RICKSHAW,1997,7,9,529
4,PRIVATE MOTOR CAR/JEEP CAR,1997,7,16,3145
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,7,1,180
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,7,1,720
21,TEMPO,1997,7,4,1206
1,MOPED/SCOOTER                                ,1997,8,243,41087
2,MOTOR CYCLE                                  ,1997,8,85,13019
3,AUTO RICKSHAW,1997,8,4,144
4,PRIVATE MOTOR CAR/JEEP CAR,1997,8,56,5530
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1997,8,3,540
21,TEMPO,1997,8,2,108
1,MOPED/SCOOTER                                ,1997,9,1164,193636
2,MOTOR CYCLE                                  ,1997,9,356,58036.36
3,AUTO RICKSHAW,1997,9,2,546
4,PRIVATE MOTOR CAR/JEEP CAR,1997,9,69,15492
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,9,2,288
21,TEMPO,1997,9,4,324
1,MOPED/SCOOTER                                ,1997,10,750,114669
2,MOTOR CYCLE                                  ,1997,10,218,33348
3,AUTO RICKSHAW,1997,10,2,318
4,PRIVATE MOTOR CAR/JEEP CAR,1997,10,633,176239.72
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,10,5,504
21,TEMPO,1997,10,7,1434
1,MOPED/SCOOTER                                ,1997,11,459,64536.3
2,MOTOR CYCLE                                  ,1997,11,143,20834
3,AUTO RICKSHAW,1997,11,14,1279
4,PRIVATE MOTOR CAR/JEEP CAR,1997,11,94,25205
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1997,11,1,360
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,11,29,11833
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,11,6,3780
21,TEMPO,1997,11,5,1053
1,MOPED/SCOOTER                                ,1997,12,661,88564
2,MOTOR CYCLE                                  ,1997,12,217,28885.36
3,AUTO RICKSHAW,1997,12,94,12350
4,PRIVATE MOTOR CAR/JEEP CAR,1997,12,72,18925
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1997,12,9,3348
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,1997,12,1,744
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,1997,12,1,684
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1997,12,270,75163
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1997,12,23,12935
14,TRAILER 4 TO 8 TON,1997,12,6,2520
21,TEMPO,1997,12,77,4674
1,MOPED/SCOOTER                                ,1998,1,309,39575.3
2,MOTOR CYCLE                                  ,1998,1,125,16012
3,AUTO RICKSHAW,1998,1,19,3078
4,PRIVATE MOTOR CAR/JEEP CAR,1998,1,30,6701
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1998,1,1,366
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,1,63,14956
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,1,3,780
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,1998,1,1,132
14,TRAILER 4 TO 8 TON,1998,1,1,978
21,TEMPO,1998,1,17,1801
1,MOPED/SCOOTER                                ,1998,2,140,15983
2,MOTOR CYCLE                                  ,1998,2,38,4099
3,AUTO RICKSHAW,1998,2,10,702
4,PRIVATE MOTOR CAR/JEEP CAR,1998,2,35,8185
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,1998,2,1,792
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,2,24,5746
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,2,6,1722
21,TEMPO,1998,2,10,1356
1,MOPED/SCOOTER                                ,1998,3,236,24389
2,MOTOR CYCLE                                  ,1998,3,178,15993
3,AUTO RICKSHAW,1998,3,13,2406
4,PRIVATE MOTOR CAR/JEEP CAR,1998,3,117,16782
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1998,3,2,456
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,3,18,4410
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,3,15,4020
21,TEMPO,1998,3,32,1811
1,MOPED/SCOOTER                                ,1998,4,174,10962
2,MOTOR CYCLE                                  ,1998,4,80,7275
3,AUTO RICKSHAW,1998,4,5,324
4,PRIVATE MOTOR CAR/JEEP CAR,1998,4,84,13812
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1998,4,1,72
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,4,5,2868
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,4,1,180
21,TEMPO,1998,4,10,878
1,MOPED/SCOOTER                                ,1998,5,74,6496
2,MOTOR CYCLE                                  ,1998,5,38,3896
3,AUTO RICKSHAW,1998,5,6,436
4,PRIVATE MOTOR CAR/JEEP CAR,1998,5,24,3716
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1998,5,2,468
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,5,4,888
21,TEMPO,1998,5,2,215
1,MOPED/SCOOTER                                ,1998,6,84,8248
2,MOTOR CYCLE                                  ,1998,6,31,2424
3,AUTO RICKSHAW,1998,6,3,126
4,PRIVATE MOTOR CAR/JEEP CAR,1998,6,21,3134
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,6,3,804
14,TRAILER 4 TO 8 TON,1998,6,1,144
21,TEMPO,1998,6,6,942
1,MOPED/SCOOTER                                ,1998,7,167,21987
2,MOTOR CYCLE                                  ,1998,7,79,11862
4,PRIVATE MOTOR CAR/JEEP CAR,1998,7,19,2874
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,7,4,648
21,TEMPO,1998,7,5,654
1,MOPED/SCOOTER                                ,1998,8,135,17927
2,MOTOR CYCLE                                  ,1998,8,96,13169
3,AUTO RICKSHAW,1998,8,4,240
4,PRIVATE MOTOR CAR/JEEP CAR,1998,8,338,66934
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1998,8,2,408
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,8,2,912
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,8,1,180
21,TEMPO,1998,8,2,216
1,MOPED/SCOOTER                                ,1998,9,97,10838
2,MOTOR CYCLE                                  ,1998,9,44,5097
3,AUTO RICKSHAW,1998,9,4,798
4,PRIVATE MOTOR CAR/JEEP CAR,1998,9,177,37815
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,9,2,144
21,TEMPO,1998,9,3,180
1,MOPED/SCOOTER                                ,1998,10,110,13763
2,MOTOR CYCLE                                  ,1998,10,63,8193
3,AUTO RICKSHAW,1998,10,2,216
4,PRIVATE MOTOR CAR/JEEP CAR,1998,10,273,48883
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,10,1,72
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,10,1,690
21,TEMPO,1998,10,5,626
1,MOPED/SCOOTER                                ,1998,11,141,15237
2,MOTOR CYCLE                                  ,1998,11,65,7918
3,AUTO RICKSHAW,1998,11,46,8558
4,PRIVATE MOTOR CAR/JEEP CAR,1998,11,138,23653
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,11,21,6240
21,TEMPO,1998,11,38,8969
1,MOPED/SCOOTER                                ,1998,12,150,16208
2,MOTOR CYCLE                                  ,1998,12,87,13248
3,AUTO RICKSHAW,1998,12,516,82623
4,PRIVATE MOTOR CAR/JEEP CAR,1998,12,208,51859
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1998,12,1,684
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1998,12,1,1080
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1998,12,234,77232
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1998,12,19,15756
12,TRAILER UPTO 2 TON,1998,12,1,150
21,TEMPO,1998,12,118,30306
1,MOPED/SCOOTER                                ,1999,1,208,22353.36
2,MOTOR CYCLE                                  ,1999,1,104,13064
3,AUTO RICKSHAW,1999,1,160,25412
4,PRIVATE MOTOR CAR/JEEP CAR,1999,1,107,23894
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,1,3,1830
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1999,1,1,360
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,1,166,39765
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,1,10,5495
21,TEMPO,1999,1,44,5618
1,MOPED/SCOOTER                                ,1999,2,567,63491
2,MOTOR CYCLE                                  ,1999,2,219,28608
3,AUTO RICKSHAW,1999,2,306,50526
4,PRIVATE MOTOR CAR/JEEP CAR,1999,2,226,45986
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,2,3,1116
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1999,2,4,2220
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,1999,2,1,408
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,2,291,81617
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,2,23,9104
21,TEMPO,1999,2,95,17941
1,MOPED/SCOOTER                                ,1999,3,563,71079
2,MOTOR CYCLE                                  ,1999,3,246,25699
3,AUTO RICKSHAW,1999,3,16,2445
4,PRIVATE MOTOR CAR/JEEP CAR,1999,3,129,22963
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,3,2,72
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,1999,3,2,280
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,3,16,5389
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,3,3,1440
21,TEMPO,1999,3,10,1938
1,MOPED/SCOOTER                                ,1999,4,461,53114
2,MOTOR CYCLE                                  ,1999,4,181,23069
3,AUTO RICKSHAW,1999,4,11,758
4,PRIVATE MOTOR CAR/JEEP CAR,1999,4,107,15310
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,4,12,3696
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,4,1,NA
21,TEMPO,1999,4,8,576
1,MOPED/SCOOTER                                ,1999,5,288,33830
2,MOTOR CYCLE                                  ,1999,5,104,11796
3,AUTO RICKSHAW,1999,5,13,1542
4,PRIVATE MOTOR CAR/JEEP CAR,1999,5,115,15484
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,5,6,648
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,5,4,2205
21,TEMPO,1999,5,6,870
1,MOPED/SCOOTER                                ,1999,6,175,23243
2,MOTOR CYCLE                                  ,1999,6,75,8757
3,AUTO RICKSHAW,1999,6,9,1450
4,PRIVATE MOTOR CAR/JEEP CAR,1999,6,80,9865
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,6,1,144
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1999,6,2,216
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,6,11,2367
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,6,3,900
21,TEMPO,1999,6,8,757
1,MOPED/SCOOTER                                ,1999,7,114,13662
2,MOTOR CYCLE                                  ,1999,7,47,4779
3,AUTO RICKSHAW,1999,7,4,332
4,PRIVATE MOTOR CAR/JEEP CAR,1999,7,48,8239
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,7,9,5042
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,7,3,3240
21,TEMPO,1999,7,1,36
1,MOPED/SCOOTER                                ,1999,8,85,8848
2,MOTOR CYCLE                                  ,1999,8,30,3052
3,AUTO RICKSHAW,1999,8,3,182
4,PRIVATE MOTOR CAR/JEEP CAR,1999,8,43,7297
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,8,2,480
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,8,3,324
21,TEMPO,1999,8,2,108
1,MOPED/SCOOTER                                ,1999,9,75,7626
2,MOTOR CYCLE                                  ,1999,9,21,2446
3,AUTO RICKSHAW,1999,9,11,432
4,PRIVATE MOTOR CAR/JEEP CAR,1999,9,23,3254
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,9,2,216
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,9,1,72
21,TEMPO,1999,9,14,804
1,MOPED/SCOOTER                                ,1999,10,62,7041
2,MOTOR CYCLE                                  ,1999,10,26,2067
3,AUTO RICKSHAW,1999,10,2,72
4,PRIVATE MOTOR CAR/JEEP CAR,1999,10,21,3653
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,1999,10,1,360
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,10,3,714
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,10,1,180
21,TEMPO,1999,10,2,180
1,MOPED/SCOOTER                                ,1999,11,29,3369
2,MOTOR CYCLE                                  ,1999,11,18,1824
3,AUTO RICKSHAW,1999,11,3,288
4,PRIVATE MOTOR CAR/JEEP CAR,1999,11,16,3786
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,1999,11,1,438
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,11,3,360
21,TEMPO,1999,11,1,72
1,MOPED/SCOOTER                                ,1999,12,192,21244
2,MOTOR CYCLE                                  ,1999,12,79,8126
3,AUTO RICKSHAW,1999,12,321,46576
4,PRIVATE MOTOR CAR/JEEP CAR,1999,12,72,12178
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,1999,12,2,624
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,1999,12,527,145250
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,1999,12,23,9452
14,TRAILER 4 TO 8 TON,1999,12,1,100
21,TEMPO,1999,12,205,30979
1,MOPED/SCOOTER                                ,2000,1,121,10751
2,MOTOR CYCLE                                  ,2000,1,64,4156
3,AUTO RICKSHAW,2000,1,24,2927
4,PRIVATE MOTOR CAR/JEEP CAR,2000,1,41,5957
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,1,37,9538
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,1,4,720
21,TEMPO,2000,1,27,8320
1,MOPED/SCOOTER                                ,2000,2,76,6030
2,MOTOR CYCLE                                  ,2000,2,39,3562
3,AUTO RICKSHAW,2000,2,7,701
4,PRIVATE MOTOR CAR/JEEP CAR,2000,2,39,5778
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,2,11,4730
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,2,6,1080
21,TEMPO,2000,2,14,2432
1,MOPED/SCOOTER                                ,2000,3,190,19949
2,MOTOR CYCLE                                  ,2000,3,90,8353
3,AUTO RICKSHAW,2000,3,10,1170
4,PRIVATE MOTOR CAR/JEEP CAR,2000,3,61,7349
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,3,8,3268
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,3,2,1200
21,TEMPO,2000,3,8,746
1,MOPED/SCOOTER                                ,2000,4,278,23868
2,MOTOR CYCLE                                  ,2000,4,110,8769
3,AUTO RICKSHAW,2000,4,7,750
4,PRIVATE MOTOR CAR/JEEP CAR,2000,4,98,11887
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,4,16,2790
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,4,1,540
21,TEMPO,2000,4,13,798
1,MOPED/SCOOTER                                ,2000,5,169,17069
2,MOTOR CYCLE                                  ,2000,5,78,8950
3,AUTO RICKSHAW,2000,5,9,1083
4,PRIVATE MOTOR CAR/JEEP CAR,2000,5,84,13618
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,5,1,144
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2000,5,1,576
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2000,5,1,36
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,5,12,2587
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,5,6,2952
21,TEMPO,2000,5,8,1008
1,MOPED/SCOOTER                                ,2000,6,169,19130
2,MOTOR CYCLE                                  ,2000,6,71,8275
3,AUTO RICKSHAW,2000,6,18,3132
4,PRIVATE MOTOR CAR/JEEP CAR,2000,6,52,10722
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,6,1,72
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,6,10,3242
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,6,1,180
21,TEMPO,2000,6,9,636
1,MOPED/SCOOTER                                ,2000,7,209,25325
2,MOTOR CYCLE                                  ,2000,7,87,13183.36
3,AUTO RICKSHAW,2000,7,205,25747
4,PRIVATE MOTOR CAR/JEEP CAR,2000,7,290,70211
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,7,2,246
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2000,7,1,75
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,7,372,114368
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,7,20,12886
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2000,7,1,288
21,TEMPO,2000,7,225,29006
1,MOPED/SCOOTER                                ,2000,8,80,9076
2,MOTOR CYCLE                                  ,2000,8,29,3340
3,AUTO RICKSHAW,2000,8,14,2981
4,PRIVATE MOTOR CAR/JEEP CAR,2000,8,73,18063
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,8,43,11639
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,8,2,462
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2000,8,1,132
14,TRAILER 4 TO 8 TON,2000,8,2,1704
21,TEMPO,2000,8,36,9272
1,MOPED/SCOOTER                                ,2000,9,41,3850
2,MOTOR CYCLE                                  ,2000,9,31,7667
3,AUTO RICKSHAW,2000,9,169,24840
4,PRIVATE MOTOR CAR/JEEP CAR,2000,9,49,16416
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,9,1,144
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2000,9,1,200
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2000,9,3,408
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,9,456,127578
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,9,21,12246
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2000,9,2,2360
14,TRAILER 4 TO 8 TON,2000,9,2,1030
21,TEMPO,2000,9,166,23946
1,MOPED/SCOOTER                                ,2000,10,32,3044
2,MOTOR CYCLE                                  ,2000,10,18,1511
3,AUTO RICKSHAW,2000,10,61,10383
4,PRIVATE MOTOR CAR/JEEP CAR,2000,10,17,6765
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2000,10,1,100
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,10,166,50503
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,10,8,5834
14,TRAILER 4 TO 8 TON,2000,10,2,1140
21,TEMPO,2000,10,95,10067
1,MOPED/SCOOTER                                ,2000,11,67,7608
2,MOTOR CYCLE                                  ,2000,11,43,6513
3,AUTO RICKSHAW,2000,11,98,16223
4,PRIVATE MOTOR CAR/JEEP CAR,2000,11,29,5260
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,11,1,720
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2000,11,1,180
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,11,277,84798
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,11,29,29460
14,TRAILER 4 TO 8 TON,2000,11,2,666
21,TEMPO,2000,11,84,10811
1,MOPED/SCOOTER                                ,2000,12,45,4878
2,MOTOR CYCLE                                  ,2000,12,23,5593
3,AUTO RICKSHAW,2000,12,45,6669
4,PRIVATE MOTOR CAR/JEEP CAR,2000,12,14,1964
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2000,12,1,132
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2000,12,1,180
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2000,12,1,200
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2000,12,169,48473
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2000,12,3,1710
21,TEMPO,2000,12,50,5956
1,MOPED/SCOOTER                                ,2001,1,28,2801
2,MOTOR CYCLE                                  ,2001,1,13,1249
3,AUTO RICKSHAW,2001,1,34,4709
4,PRIVATE MOTOR CAR/JEEP CAR,2001,1,20,2636
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2001,1,1,384
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,1,49,11784
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,1,1,700
21,TEMPO,2001,1,36,3574
1,MOPED/SCOOTER                                ,2001,2,47,3729
2,MOTOR CYCLE                                  ,2001,2,15,1550
3,AUTO RICKSHAW,2001,2,5,830
4,PRIVATE MOTOR CAR/JEEP CAR,2001,2,17,2737
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,2,4,600
21,TEMPO,2001,2,15,1974
1,MOPED/SCOOTER                                ,2001,3,78,4663
2,MOTOR CYCLE                                  ,2001,3,44,3555
3,AUTO RICKSHAW,2001,3,8,756
4,PRIVATE MOTOR CAR/JEEP CAR,2001,3,50,5800
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,3,5,720
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,3,8,1450
21,TEMPO,2001,3,1,36
1,MOPED/SCOOTER                                ,2001,4,322,17362
2,MOTOR CYCLE                                  ,2001,4,141,7736
3,AUTO RICKSHAW,2001,4,20,1008
4,PRIVATE MOTOR CAR/JEEP CAR,2001,4,148,13276
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,4,58,12312
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,4,22,4248
21,TEMPO,2001,4,29,2256
1,MOPED/SCOOTER                                ,2001,5,152,9454
2,MOTOR CYCLE                                  ,2001,5,94,7492
3,AUTO RICKSHAW,2001,5,16,1332
4,PRIVATE MOTOR CAR/JEEP CAR,2001,5,114,12868
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,5,24,4416
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,5,2,360
21,TEMPO,2001,5,18,1554
1,MOPED/SCOOTER                                ,2001,6,174,15788
2,MOTOR CYCLE                                  ,2001,6,57,6297
3,AUTO RICKSHAW,2001,6,12,1008
4,PRIVATE MOTOR CAR/JEEP CAR,2001,6,59,9168
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2001,6,2,720
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,6,14,4392
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,6,14,10644
21,TEMPO,2001,6,14,1656
1,MOPED/SCOOTER                                ,2001,7,162,20154
2,MOTOR CYCLE                                  ,2001,7,76,6080
3,AUTO RICKSHAW,2001,7,8,1644
4,PRIVATE MOTOR CAR/JEEP CAR,2001,7,86,13494
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,7,8,792
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,7,2,360
21,TEMPO,2001,7,6,296
1,MOPED/SCOOTER                                ,2001,8,81,9783
2,MOTOR CYCLE                                  ,2001,8,32,2720
3,AUTO RICKSHAW,2001,8,10,1844
4,PRIVATE MOTOR CAR/JEEP CAR,2001,8,41,7208
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,8,12,2520
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2001,8,2,360
1,MOPED/SCOOTER                                ,2001,9,82,7692
